课程名称	均分	最高分	课程代码
遗传与社会	/2014-2015-2	86.50	91.00
运筹学	/2014-2015-1	86.48	97.00
三大构成	/2015-2016-1	86.48	93.00
电工与电子技术（D类）	/2014-2015-1	86.46	100.00
大学化学	/2015-2016-2	86.46	99.00
花卉应用学	/2015-2016-1	86.45	95.00
物理学引论（A类）（1）	/2015-2016-2	86.44	95.00
机械设计基础	/2014-2015-1	86.42	97.00
生态规划设计原理	/2015-2016-1	86.42	91.00
大国战略	/2015-2016-1	86.41	92.00
土壤与植物营养学	/2015-2016-1	86.40	95.00
动物学	/2014-2015-1	86.38	92.00
能源与可持续发展	/2015-2016-1	86.37	93.00
体育（3）	/2015-2016-1	86.34	99.00
单片机系统设计	/2015-2016-1	86.32	95.00
管理基础	/2014-2015-2	86.31	97.00
地球科学	/2014-2015-2	86.30	95.00
航空航天导论(B类)	/2015-2016-1	86.29	92.00
C++程序设计与实践	/2015-2016-2	86.27	95.00
项目管理	/2015-2016-1	86.27	96.00
老庄元典选读	/2015-2016-1	86.25	98.00
无机合成	/2015-2016-1	86.23	95.00
动物解剖学实验	/2014-2015-1	86.23	91.00
药物化学实验	/2014-2015-1	86.23	90.00
管理会计	/2014-2015-1	86.22	97.00
植物生物技术概论	/2015-2016-1	86.22	97.00
食品物性学	/2014-2015-1	86.21	95.00
法律思维与法学经典阅读	/2015-2016-1	86.21	95.00
数据库基础及SAS应用	/2014-2015-1	86.19	97.00
药学文献检索	/2014-2015-1	86.19	92.00
大学化学实验	/2015-2016-1	86.17	93.00
神奇的蘑菇	/2014-2015-1	86.15	94.00
程序设计语言（A类）	/2015-2016-1	86.14	100.00
管理学原理（B类）	/2015-2016-1	86.14	98.00
管理建模与仿真	/2014-2015-2	86.13	91.00
材料制造数字化技术基础	/2015-2016-1	86.12	94.00
合同法	/2014-2015-1	86.12	95.00
科学与艺术-材料科学与设计艺术	/2015-2016-2	86.11	95.00
国际投资学	/2015-2016-1	86.10	97.00
世界文化史	/2015-2016-2	86.09	94.00
软件工程	/2014-2015-1	86.08	97.00
婚姻家庭法	/2015-2016-1	86.08	98.00
工程学导论	/2015-2016-1	86.06	97.00
保险法	/2014-2015-1	86.04	96.00
自动控制原理A	/2015-2016-1	86.03	97.00
大学化学实验	/2014-2015-1	86.03	96.00
工程热力学(1)	/2014-2015-2	86.00	99.00
信息系统分析与设计	/2014-2015-1	86.00	93.00
学子讲坛（1）	/2014-2015-1	86.00	94.00
中国文学史（3）	/2015-2016-1	86.00	93.00
中国历史	/2015-2016-1	86.00	95.00
动物学实验	/2015-2016-1	86.00	95.00
卓越领导力：成功人生之道	/2015-2016-2	85.99	100.00
中外文学史	/2014-2015-2	85.98	94.00
产业组织理论（A类）	/2014-2015-1	85.97	95.00
管理技能与创新实践（二）	/2014-2015-1	85.97	97.00
现代医学导论	/2015-2016-1	85.96	95.00
化学原理实验	/2015-2016-1	85.95	92.00
神奇的蘑菇	/2014-2015-2	85.95	95.00
计量经济学	/2015-2016-2	85.94	95.00
算法与复杂性	/2014-2015-1	85.93	100.00
英语语音学	/2015-2016-1	85.91	93.00
材料科学基础	/2014-2015-1	85.90	97.00
国际投资学	/2014-2015-1	85.88	96.00
自动控制原理B	/2015-2016-1	85.87	99.00
思想道德修养与法律基础	/2014-2015-2	85.87	96.00
思想道德修养与法律基础	/2015-2016-2	85.87	97.00
经济学原理（A类）	/2014-2015-2	85.86	96.00
公司法	/2014-2015-1	85.86	94.00
中外文化交流	/2014-2015-1	85.85	93.00
动物学实验	/2014-2015-1	85.85	90.00
环境与可持续发展	/2014-2015-1	85.85	94.00
计算机系统结构（A类）	/2015-2016-1	85.84	98.00
生物化学实验	/2015-2016-1	85.84	90.00
大学文科数学（1）	/2014-2015-1	85.82	100.00
遗传学实验	/2015-2016-1	85.80	91.00
环境与可持续发展	/2015-2016-2	85.79	92.00
生产系统建模与仿真	/2015-2016-1	85.78	97.00
材料热力学	/2015-2016-1	85.78	94.00
生物化学（D类）实验	/2015-2016-1	85.78	90.00
实验化学三(2)	/2014-2015-1	85.78	90.00
化学原理实验	/2014-2015-1	85.78	91.00
工程制图与CAD	/2014-2015-2	85.75	98.00
近代物理（电子类）	/2014-2015-1	85.75	95.00
工程流体力学（A类）	/2014-2015-1	85.74	97.00
数学分析（1）	/2014-2015-1	85.74	99.00
生物化学（D类）实验	/2014-2015-1	85.74	92.00
生物信息学概论	/2014-2015-1	85.74	99.00
物理化学实验	/2014-2015-1	85.74	94.00
风险与社会保障	/2014-2015-1	85.73	93.00
大学物理（A类）（1）	/2014-2015-2	85.71	100.00
比较文学概论（A类）	/2014-2015-1	85.71	91.00
风景园林规划设计（1）	/2014-2015-1	85.71	95.00
园林制图（A类）	/2014-2015-1	85.71	96.00
电子电工基础（电子电工实习1）	/2014-2015-1	85.71	90.00
电工与电子技术（C类）	/2015-2016-2	85.70	99.00
老庄元典选读	/2014-2015-1	85.68	98.00
物理化学实验	/2014-2015-1	85.67	92.00
兽医微生物学	/2015-2016-1	85.67	95.00
环境学导论	/2014-2015-1	85.66	97.00
材料科学基础	/2015-2016-1	85.64	96.00
环境化学（B类）	/2015-2016-1	85.64	98.00
大国战略	/2014-2015-2	85.63	91.00
细胞世界	/2014-2015-2	85.62	98.00
管理技能与创新实践（一）	/2015-2016-1	85.62	95.00
电力电子技术基础	/2015-2016-1	85.60	99.00
航空航天概论	/2014-2015-1	85.59	97.00
辐射及应用	/2015-2016-1	85.58	90.00
微机原理	/2014-2015-1	85.58	94.00
形象思维与工程语言	/2015-2016-1	85.56	96.00
编译课程设计	/2014-2015-1	85.56	100.00
国学经典选读	/2015-2016-1	85.56	94.00
工程材料	/2014-2015-1	85.55	95.00
形象思维与工程语言	/2014-2015-2	85.55	99.00
分子生物学基础	/2015-2016-1	85.55	98.00
固体物理	/2015-2016-1	85.54	97.00
机械制造基础（金工+电工实习）	/2015-2016-2	85.54	90.00
物理化学实验	/2015-2016-1	85.53	91.00
基础日语(上)	/2014-2015-1	85.53	100.00
中医药与中华传统文化	/2015-2016-1	85.52	93.00
非政府非营利组织	/2014-2015-1	85.51	94.00
工程经济学(F类)	/2014-2015-1	85.50	97.00
英语国家概况	/2015-2016-1	85.47	93.00
生物统计学	/2015-2016-1	85.47	99.00
数理统计	/2015-2016-1	85.45	99.00
古代文论专题	/2014-2015-1	85.43	95.00
大国战略	/2015-2016-2	85.43	91.00
管理建模与仿真	/2015-2016-2	85.41	92.00
物理学实验导论	/2014-2015-1	85.38	95.00
电子电工基础（电子电工实习1）	/2015-2016-1	85.38	90.00
材料综合实验（1）	/2015-2016-1	85.37	91.00
全球化下的国际经济分析	/2015-2016-1	85.36	93.00
运筹学	/2014-2015-2	85.36	99.00
环境生物技术	/2015-2016-1	85.36	94.00
脑与机器人	/2015-2016-1	85.35	91.00
工业设计史	/2015-2016-1	85.35	100.00
物流与供应链	/2015-2016-1	85.34	93.00
数学分析（A类）（1）	/2015-2016-1	85.34	100.00
电子电工基础（电子电工实习1）	/2015-2016-2	85.34	90.00
大学化学	/2014-2015-1	85.33	99.00
大学化学	/2015-2016-1	85.33	98.00
中医药与中华传统文化	/2014-2015-1	85.33	96.00
生物化学实验	/2014-2015-1	85.31	90.00
信息素养与实践	/2014-2015-1	85.31	92.00
功能基因组学	/2015-2016-1	85.30	96.00
市场调研	/2014-2015-2	85.30	93.60
编译原理与技术	/2015-2016-1	85.28	94.00
辐射测量与防护	/2015-2016-1	85.27	95.00
高分子物理	/2015-2016-1	85.26	99.00
分子生物学（E类）	/2015-2016-1	85.26	97.00
世界文化史	/2015-2016-1	85.26	91.00
植物生物技术实验	/2015-2016-1	85.25	92.00
佛教与中国传统文化	/2015-2016-2	85.24	94.00
工程技术探究	/2015-2016-1	85.24	95.00
环境工程学	/2014-2015-1	85.22	99.00
生命科学导论	/2014-2015-2	85.20	99.00
西方哲学史	/2015-2016-1	85.20	94.00
固定收益证券分析	/2014-2015-1	85.20	98.00
新媒体导论	/2014-2015-1	85.20	96.00
认知艺术	/2014-2015-2	85.19	90.00
航空航天导论(B类)	/2014-2015-1	85.16	93.00
思想道德修养与法律基础	/2014-2015-1	85.15	98.00
脑与机器人	/2014-2015-1	85.14	90.00
美学概论	/2014-2015-1	85.13	95.00
细胞生物学实验	/2014-2015-2	85.12	94.00
人际传播	/2015-2016-1	85.12	96.00
新闻学导论（A类）	/2014-2015-1	85.10	94.00
航空航天概论	/2015-2016-1	85.09	95.00
现代医学导论	/2014-2015-1	85.09	95.00
地球科学	/2015-2016-2	85.09	92.00
现代图学	/2015-2016-1	85.08	99.00
物理学引论（A类）（1）	/2014-2015-1	85.08	100.00
物理学实验导论	/2015-2016-1	85.07	90.00
遗传学与社会	/2015-2016-2	85.07	93.00
房地产法	/2014-2015-1	85.07	93.00
药物结构解析	/2015-2016-1	85.06	98.00
科学思想和认识论	/2014-2015-1	85.06	95.00
科学思想和认识论	/2015-2016-2	85.05	95.00
随机过程	/2015-2016-1	85.04	95.40
工程材料	/2015-2016-1	85.03	96.00
计算机系统结构（A类）	/2014-2015-1	85.03	97.00
公共行政学	/2015-2016-1	85.02	98.00
前沿讲座	/2014-2015-1	85.00	85.00
前沿讲座	/2015-2016-1	85.00	85.00
科技实习与创新－生物工程（2）	/2014-2015-1	85.00	85.00
科技实习与创新－生物工程（2）	/2015-2016-1	85.00	85.00
科技实习与创新－生物技术（2）	/2014-2015-1	85.00	85.00
科技实习与创新－生物技术（2）	/2015-2016-1	85.00	85.00
科技实习与创新－生物信息学（2）	/2014-2015-1	85.00	85.00
科技实习与创新－生物信息学（2）	/2015-2016-1	85.00	85.00
生物学野外实习（B类）	/2014-2015-1	85.00	85.00
生物学野外实习（B类）	/2015-2016-1	85.00	85.00
生物学导论讨论课（1）	/2014-2015-1	85.00	85.00
生命科学进展	/2014-2015-1	85.00	85.00
生命科学进展	/2015-2016-1	85.00	85.00
微机原理实验	/2014-2015-1	85.00	85.00
微机原理实验	/2015-2016-1	85.00	85.00
生物医学工程导论	/2014-2015-1	85.00	85.00
前沿讲座（生环平台）	/2015-2016-1	85.00	85.00
机械制造基础（金工实习1）	/2014-2015-2	85.00	90.00
会计学	/2015-2016-1	84.99	100.00
社会学原理（A类）	/2014-2015-1	84.98	98.00
普通生物学实验	/2015-2016-1	84.97	94.00
法律思维与法学经典阅读	/2014-2015-1	84.96	87.00
文学概论（A类）	/2015-2016-1	84.95	92.00
编译原理（C类）	/2015-2016-1	84.94	99.00
工程图学（1）	/2014-2015-2	84.93	97.00
物理化学（C类）	/2015-2016-1	84.93	99.00
电工与电子技术（C类）	/2014-2015-2	84.92	96.00
遗传学（A类）	/2014-2015-1	84.91	94.00
机器人学	/2015-2016-1	84.90	100.00
生药学	/2015-2016-1	84.89	93.00
程序设计	/2015-2016-1	84.88	96.00
药理学实验	/2015-2016-1	84.88	90.00
法律思维与法学经典阅读	/2014-2015-2	84.88	89.00
英语公众演讲	/2014-2015-1	84.87	95.00
离散数学	/2014-2015-1	84.85	100.00
老庄元典选读	/2015-2016-2	84.85	97.00
计算系统生物学	/2014-2015-1	84.83	89.00
工程实践与科技创新Ⅳ-D	/2014-2015-2	84.82	94.00
机械制造基础（金工实习3）	/2015-2016-2	84.82	90.00
传热与燃烧	/2014-2015-1	84.80	94.00
形象思维与工程语言	/2015-2016-2	84.79	98.00
综合实验训练二	/2014-2015-2	84.78	91.00
积极心理学	/2015-2016-1	84.76	94.00
哲学智慧与创新思维	/2015-2016-1	84.75	91.00
宪法（A类）	/2015-2016-1	84.74	95.00
中国近现代史纲要	/2015-2016-1	84.74	98.00
物理化学实验	/2015-2016-1	84.72	91.00
机械制造基础（金工实习1）	/2015-2016-1	84.71	90.00
计算机视觉	/2015-2016-1	84.70	99.00
离散数学	/2015-2016-2	84.70	99.00
地球科学	/2014-2015-1	84.70	92.00
中级财务会计	/2014-2015-1	84.69	95.00
电子电工基础（电子电工实习1）	/2014-2015-2	84.69	90.00
摄影基础（B类）	/2015-2016-2	84.68	92.00
生物工程导论	/2014-2015-1	84.67	95.00
生物工程导论	/2015-2016-1	84.67	90.00
近世中国历史与文化	/2015-2016-1	84.67	95.00
大学化学原理实验	/2015-2016-1	84.67	92.00
神奇的蘑菇	/2015-2016-1	84.66	92.00
西方哲学史	/2015-2016-2	84.65	98.00
仪器分析	/2015-2016-1	84.65	98.00
电子商务（B类）	/2015-2016-1	84.64	95.00
机械制造基础（金工实习1）	/2014-2015-1	84.63	90.00
中外文化交流	/2015-2016-1	84.62	92.00
环境科学实验	/2015-2016-1	84.62	92.00
西方宗教文化概论	/2015-2016-2	84.61	90.00
色彩（Ⅰ）	/2015-2016-1	84.60	98.00
植物保护学	/2014-2015-2	84.59	98.00
机械制造基础（金工实习2）	/2015-2016-2	84.59	85.00
公共部门人力资源管理	/2015-2016-2	84.58	92.00
西方文学史（1）	/2015-2016-1	84.57	91.00
数字信号处理（E类）	/2014-2015-1	84.56	97.00
生物工程单元操作原理（2）	/2015-2016-1	84.55	99.00
中级财务会计	/2015-2016-2	84.54	97.00
学术英语交际	/2015-2016-1	84.54	93.00
生药学	/2014-2015-1	84.54	90.00
现代医学导论	/2015-2016-2	84.53	97.00
运筹学	/2015-2016-1	84.53	99.00
药物结构解析	/2014-2015-1	84.53	98.00
微机原理	/2015-2016-1	84.52	96.00
中国历史	/2014-2015-1	84.52	91.00
物理化学(A)(3)	/2015-2016-1	84.51	99.00
普通生物学	/2014-2015-1	84.51	97.70
能源物理	/2015-2016-1	84.50	90.00
自动控制原理（B类）	/2015-2016-1	84.50	96.00
劳动经济学	/2014-2015-2	84.50	93.00
园林生态综合实验	/2014-2015-1	84.50	89.00
急救与自救	/2015-2016-1	84.50	95.00
电气工程基础（1）	/2014-2015-1	84.49	97.00
英语写作	/2014-2015-2	84.47	93.00
中医药与中华传统文化	/2015-2016-2	84.47	92.00
东西方文化概论	/2015-2016-1	84.47	97.00
影视精品赏析（1-1）	/2015-2016-1	84.46	96.00
细胞生物学实验	/2015-2016-1	84.43	91.00
中国近现代史纲要	/2015-2016-2	84.43	98.00
航空航天概论	/2015-2016-2	84.42	94.00
中外文学史	/2015-2016-2	84.41	92.00
电工与电子技术（A类）	/2014-2015-1	84.40	99.00
中国文化概要	/2015-2016-1	84.38	98.00
管理学原理（D类）	/2015-2016-1	84.37	97.00
美学	/2014-2015-2	84.36	93.00
影视艺术导论	/2015-2016-1	84.36	95.00
民法总论	/2015-2016-2	84.35	95.00
极端环境微生物	/2014-2015-1	84.33	90.00
核心阅读II（X）	/2014-2015-1	84.33	92.00
花卉学	/2014-2015-1	84.33	93.00
机械制造基础（金工实习2）	/2014-2015-2	84.32	85.00
世界文化史	/2014-2015-2	84.31	95.00
土壤与植物营养学	/2014-2015-1	84.30	92.00
大学化学	/2015-2016-1	84.29	99.00
管理信息系统（B类）	/2014-2015-1	84.29	93.00
景观地理学	/2015-2016-1	84.29	97.00
动物病理学	/2015-2016-1	84.29	92.00
数学分析（1）	/2015-2016-1	84.28	98.00
遗传学实验	/2014-2015-1	84.27	90.00
韩国道德教育文化漫谈	/2014-2015-2	84.27	95.00
测控技术II	/2014-2015-2	84.26	96.90
设计与制造Ⅱ	/2015-2016-1	84.25	95.00
植物生物技术实验	/2014-2015-1	84.25	92.00
机械制造基础（金工实习3）	/2014-2015-2	84.25	90.00
平面构成	/2014-2015-2	84.24	95.00
公司金融学	/2015-2016-1	84.23	99.00
可持续能源	/2015-2016-1	84.23	96.00
机械制造基础（金工实习2）	/2014-2015-1	84.23	85.00
中国历史地理	/2015-2016-1	84.22	95.00
管理学原理（B类）	/2014-2015-2	84.22	97.00
胡适与中西文化	/2015-2016-1	84.21	91.00
工程技术探究	/2014-2015-2	84.21	90.00
公司金融学	/2014-2015-2	84.18	93.00
人与环境	/2015-2016-1	84.16	97.00
日语口语（1）	/2015-2016-1	84.15	99.00
大学物理实验（2）	/2015-2016-1	84.13	92.00
毛泽东思想和中国特色社会主义理论体系概论	/2014-2015-1	84.13	97.00
工程学导论	/2015-2016-2	84.12	96.00
计算系统生物学	/2015-2016-1	84.12	92.50
农业生态学	/2014-2015-1	84.12	91.00
基础生化工程	/2014-2015-1	84.10	96.00
哲学智慧与创新思维	/2014-2015-2	84.10	93.00
材料制造数字化技术基础	/2014-2015-1	84.09	93.00
中医药与中华传统文化	/2014-2015-2	84.08	91.00
机械制造基础（金工实习1）	/2015-2016-2	84.05	85.00
公共部门人力资源管理	/2014-2015-2	84.04	90.00
电工与电子技术（C类）	/2014-2015-1	84.03	99.00
经济学	/2015-2016-2	84.03	96.00
政治的边界与逻辑	/2014-2015-1	84.03	93.00
生物信息学（A类）	/2015-2016-1	84.03	97.00
C++程序设计与实践	/2015-2016-1	84.02	98.00
工程认知实践	/2015-2016-2	84.02	90.00
随机过程	/2015-2016-2	84.00	100.00
中国概况（B类）	/2015-2016-1	84.00	88.00
实验化学三(2)	/2015-2016-1	84.00	91.00
新媒体导论	/2014-2015-2	84.00	93.00
机械制造基础（金工实习2）	/2015-2016-1	83.97	85.00
物理学引论（A类）（1）	/2014-2015-2	83.96	95.00
老庄元典选读	/2014-2015-2	83.96	98.00
大气污染控制工程	/2014-2015-1	83.95	92.00
遗传学与社会	/2015-2016-1	83.94	88.00
膳食指南与营养评估	/2015-2016-2	83.94	96.00
食品感官评定	/2015-2016-1	83.94	93.00
地球科学	/2015-2016-1	83.94	94.00
机械制造基础（金工+电工实习）	/2014-2015-1	83.93	85.00
离散数学（A类）	/2015-2016-1	83.92	99.00
工程材料与焊接基础	/2015-2016-1	83.92	98.00
初等数论	/2014-2015-1	83.92	99.00
机械设计基础	/2015-2016-1	83.91	97.00
生物工程导论	/2014-2015-2	83.91	91.00
设计概论	/2014-2015-1	83.90	93.00
古典诗文名篇选读	/2015-2016-1	83.89	94.00
佛教与中国传统文化	/2015-2016-1	83.89	93.00
货币金融学	/2014-2015-2	83.89	93.00
生物信息学（C类）	/2015-2016-1	83.88	92.00
画法几何与阴影透视	/2014-2015-2	83.88	99.00
机械制造基础（金工实习3）	/2015-2016-1	83.84	90.00
药理学实验	/2014-2015-1	83.83	90.00
英美名诗赏析	/2015-2016-1	83.80	97.00
物理学研究导论I	/2015-2016-1	83.78	90.00
经济学原理（A类）	/2015-2016-1	83.78	99.00
生命科学导论	/2014-2015-1	83.77	98.00
土壤与植物营养实验	/2015-2016-1	83.76	92.00
量子波澜：历史与概念	/2015-2016-2	83.74	92.16
会计学	/2014-2015-2	83.74	96.00
台湾研究	/2014-2015-2	83.74	95.00
东西方文化概论	/2014-2015-1	83.74	93.00
数据结构B	/2014-2015-2	83.73	100.00
信息安全的数学基础（2）	/2014-2015-1	83.73	96.00
生物医学传感器	/2014-2015-1	83.71	91.00
汉语听力（1）	/2015-2016-1	83.71	93.00
园林生态综合实验	/2015-2016-1	83.71	91.00
细胞生物学实验	/2014-2015-1	83.70	93.00
离散数学	/2015-2016-1	83.69	99.00
计算机通信网络(A类)	/2014-2015-1	83.69	95.00
普通话正音	/2015-2016-1	83.68	93.00
动物解剖学	/2014-2015-1	83.67	94.00
推理与思维训练	/2015-2016-2	83.66	97.00
管理学原理（B类）	/2014-2015-1	83.65	93.00
计算机系统工程	/2014-2015-2	83.64	96.00
随机过程	/2014-2015-2	83.64	99.00
细胞生物学实验	/2015-2016-1	83.64	92.00
工程学导论	/2014-2015-1	83.63	96.00
WTO法律文件选读	/2015-2016-2	83.63	97.00
机械制造基础（金工+电工实习）	/2014-2015-2	83.63	85.00
工程实践与科技创新Ⅲ-D	/2014-2015-1	83.62	92.00
治理之善：公共行政热点解析	/2014-2015-2	83.60	98.00
算法与数据结构（A类）	/2014-2015-1	83.58	93.00
学术英语交际	/2014-2015-1	83.58	90.00
程序设计思想与方法	/2015-2016-2	83.57	99.00
生态与环境评价	/2014-2015-1	83.57	95.00
西方宗教文化概论	/2014-2015-1	83.57	94.00
工程经济学(F类)	/2015-2016-2	83.56	93.00
生物医学图像处理(1)	/2015-2016-1	83.55	99.00
管理基础	/2015-2016-2	83.55	96.00
韩国道德教育文化漫谈	/2015-2016-1	83.54	97.00
细胞生物学实验	/2014-2015-1	83.53	91.00
中国文学史（1）	/2015-2016-1	83.53	92.00
平面构成	/2015-2016-2	83.53	96.00
离散数学	/2014-2015-2	83.52	99.00
经济学	/2014-2015-2	83.49	95.00
近代物理（电子类）	/2015-2016-1	83.46	96.40
中级财务会计	/2014-2015-2	83.46	98.00
生物力学	/2015-2016-1	83.44	93.00
系统模型、分析与控制(A类)	/2014-2015-1	83.41	96.00
大学物理实验（2）	/2014-2015-1	83.41	91.00
生物统计学	/2014-2015-1	83.40	95.00
英语公众演讲	/2015-2016-1	83.38	91.00
探索微观物质世界	/2015-2016-1	83.37	95.00
台湾研究	/2014-2015-1	83.36	93.00
操作系统（E类）	/2014-2015-1	83.35	99.00
测试与控制电路	/2015-2016-1	83.35	95.00
数字系统设计	/2015-2016-1	83.35	99.00
中医药养生与保健	/2014-2015-2	83.35	95.00
大学化学原理实验	/2014-2015-1	83.34	90.00
管理基础	/2015-2016-1	83.32	97.00
生态规划设计原理	/2014-2015-1	83.32	89.00
细胞世界	/2014-2015-1	83.31	96.00
计算机科学导论	/2014-2015-1	83.29	93.00
发酵工程	/2015-2016-1	83.29	93.00
法律思维与法学经典阅读	/2015-2016-2	83.29	90.00
细胞生物学实验	/2015-2016-2	83.24	91.00
动物免疫学	/2014-2015-1	83.22	91.00
自动控制原理A	/2014-2015-1	83.21	96.00
神话与创意	/2015-2016-1	83.19	93.00
食品物性学	/2015-2016-1	83.19	98.00
经济与管理精要	/2015-2016-1	83.17	96.00
中国政府与政治	/2014-2015-2	83.17	95.00
实变函数	/2014-2015-1	83.14	99.00
电工与电子技术（B类）	/2015-2016-1	83.11	99.00
美学概论	/2015-2016-1	83.05	97.00
计算机组成与嵌入式	/2014-2015-1	83.04	91.00
工程技术探究	/2014-2015-1	83.04	90.00
经济学原理（A类）	/2014-2015-1	83.02	99.00
信息系统分析与设计	/2015-2016-1	83.00	92.00
生态与环境评价	/2015-2016-1	83.00	90.00
基础生化工程	/2015-2016-1	83.00	95.00
生物反应工程基础	/2015-2016-1	83.00	89.00
设计概论	/2015-2016-1	83.00	94.00
机械制造基础（金工实习3）	/2014-2015-1	82.97	90.00
C++程序设计（A类）	/2015-2016-1	82.96	96.00
数学分析（A类）（3）	/2015-2016-1	82.96	100.00
微观经济学	/2015-2016-1	82.96	97.00
色彩	/2015-2016-1	82.96	91.00
宪法（A类）	/2014-2015-1	82.95	97.00
生命科学导论	/2015-2016-2	82.94	99.00
中国近现代史纲要	/2014-2015-2	82.92	96.00
机械制造基础（金工+电工实习）	/2015-2016-1	82.92	85.00
工程流体力学（A类）	/2015-2016-1	82.90	99.00
社会学	/2015-2016-2	82.90	99.00
新闻解读	/2014-2015-1	82.90	95.00
《庄子》选讲	/2015-2016-1	82.88	89.00
宝玉石鉴赏	/2014-2015-1	82.87	92.00
佛教与中国传统文化	/2014-2015-2	82.86	89.00
现代心理学	/2014-2015-1	82.86	92.00
离散数学（A类）	/2014-2015-1	82.82	99.00
实变函数	/2015-2016-2	82.81	98.50
医用物理学（A类）	/2014-2015-1	82.81	100.00
生物医学传感器	/2015-2016-1	82.81	91.00
风景写生（A类）	/2015-2016-1	82.81	90.00
计算机通讯与网络	/2014-2015-1	82.80	97.00
会计学	/2015-2016-2	82.79	97.00
保险法	/2015-2016-1	82.78	96.00
食品化学	/2014-2015-1	82.76	93.00
商法	/2014-2015-1	82.75	98.00
工程学导论	/2014-2015-2	82.71	90.00
中国文学史（3）	/2014-2015-1	82.71	93.00
房地产法	/2015-2016-1	82.71	92.00
经济与管理精要	/2014-2015-1	82.70	97.00
发酵工程	/2014-2015-1	82.67	93.00
有机合成	/2015-2016-1	82.67	93.00
计算机辅助设计	/2014-2015-1	82.67	89.00
大学应用写作（A类）	/2015-2016-1	82.67	93.00
数字信号处理（E类）	/2015-2016-1	82.65	99.00
社会学	/2014-2015-1	82.65	100.00
古典诗词鉴赏与创作	/2015-2016-2	82.64	90.00
哲学智慧与创新思维	/2015-2016-2	82.63	93.00
数学分析（A类）（1）	/2014-2015-1	82.61	99.00
宗教文化概论	/2015-2016-1	82.61	90.00
蛋白质工程与应用	/2014-2015-1	82.60	87.00
植物育种学原理	/2014-2015-1	82.60	88.00
工程图学（2）	/2015-2016-1	82.58	99.00
现代政府原理	/2015-2016-1	82.57	96.00
程序设计思想与方法	/2014-2015-1	82.54	100.00
非政府非营利组织	/2015-2016-1	82.53	96.00
各国政府与政治	/2014-2015-2	82.52	96.00
计算机科学导论	/2015-2016-1	82.50	98.00
化工过程控制	/2014-2015-1	82.50	90.00
城市规划原理	/2014-2015-1	82.50	88.00
植物保护学	/2015-2016-1	82.50	97.00
工程图学（2）	/2014-2015-1	82.48	96.00
影视艺术导论	/2014-2015-1	82.48	91.00
大学化学	/2014-2015-2	82.47	100.00
西方宗教文化概论	/2015-2016-1	82.45	93.00
行政法原理	/2014-2015-1	82.45	96.00
政治学原理	/2014-2015-1	82.44	97.00
工程图学（1）	/2015-2016-2	82.43	96.00
管理信息系统（B类）	/2015-2016-1	82.42	99.00
物理化学(A)(1)	/2014-2015-1	82.39	97.00
德语二外（1）	/2015-2016-1	82.36	93.00
自动控制原理	/2015-2016-1	82.36	95.00
生态学	/2015-2016-1	82.35	98.00
中级物理方法	/2015-2016-1	82.34	96.00
机器人学	/2014-2015-1	82.32	95.00
大学物理（B类）（2）	/2015-2016-2	82.32	99.00
花卉应用学	/2014-2015-1	82.32	98.00
计算机图形学	/2014-2015-1	82.28	96.00
工程经济学(F类)	/2015-2016-1	82.28	97.00
系统模型、分析与控制(B类)	/2014-2015-1	82.25	96.00
大学物理（B类）（1）	/2015-2016-1	82.24	98.00
静力学与动力学基础	/2014-2015-1	82.23	100.00
摄影基础（B类）	/2014-2015-2	82.22	92.00
哲学智慧与创新思维	/2014-2015-1	82.22	92.00
英美名诗赏析	/2015-2016-2	82.21	94.00
大学生健康导论	/2014-2015-1	82.19	93.00
传热与燃烧	/2015-2016-1	82.19	96.00
传感器原理	/2015-2016-1	82.17	95.00
胡适与中西文化	/2014-2015-1	82.17	90.00
知识产权法（A类）	/2014-2015-1	82.16	97.00
综合实验训练二	/2015-2016-2	82.13	95.00
工程图学（1）	/2014-2015-1	82.12	99.00
动物营养学	/2014-2015-1	82.11	92.00
动物解剖学实验	/2015-2016-1	82.10	97.00
飞行器结构力学	/2015-2016-1	82.09	95.00
文学概论（A类）	/2014-2015-1	82.07	91.00
西方文学史（1）	/2014-2015-1	82.07	92.00
生产计划与控制	/2014-2015-2	82.06	97.00
软件工程	/2015-2016-1	82.06	95.00
英美名诗赏析	/2014-2015-1	82.06	89.00
固定收益证券分析	/2015-2016-1	82.05	94.00
管理技能与创新实践（二）	/2015-2016-1	82.02	93.00
工程材料	/2014-2015-2	82.00	82.00
生化分离工程	/2015-2016-1	82.00	96.00
化工过程控制	/2015-2016-1	82.00	94.00
现代政府原理	/2014-2015-1	81.97	98.00
毛泽东思想和中国特色社会主义理论体系概论	/2015-2016-1	81.97	97.00
德语听说	/2015-2016-1	81.96	96.00
生物化学（F类）	/2014-2015-1	81.94	92.00
系统模型、分析与控制(B类)	/2015-2016-1	81.91	98.00
程序设计思想与方法	/2014-2015-2	81.91	98.00
世界文化史	/2014-2015-1	81.91	94.00
推理与思维训练	/2014-2015-2	81.87	96.00
毛泽东思想和中国特色社会主义理论体系概论	/2015-2016-2	81.87	96.00
电工与电子技术（B类）	/2014-2015-1	81.86	97.00
高分子化学与物理	/2014-2015-1	81.83	96.00
管理学基础	/2014-2015-2	81.80	92.00
模拟集成电路设计	/2015-2016-1	81.79	94.00
